Year,Industry,Robots_Adopted,Productivity_Gain,Cost_Savings,Jobs_Displaced,Training_Hours
2025,Logistics,4728,25.89,467.76,583,105
2023,Logistics,8538,15.21,39.39,624,48
2021,Electronics,4939,12.52,180.83,134,113
2021,Logistics,3886,8.28,50.58,1401,238
2015,Healthcare,1161,9.93,492.12,553,179
2021,Agriculture,2876,25.99,420.66,931,396
2023,Automotive,3092,21.78,184.92,70,37
2017,Healthcare,6109,24.49,127.33,444,457
2023,Energy,5447,19.1,443.51,2705,33
2021,Healthcare,5064,11.53,32.54,2318,332
2025,Agriculture,7731,25.59,437.99,430,85
2017,Electronics,2767,5.37,123.08,712,210
2015,Electronics,5306,27.93,49.69,1752,494
2016,Logistics,6559,11.99,44.98,2400,290
2023,Energy,2835,12.3,360.87,1319,352
2015,Healthcare,8224,26.05,205.82,3442,60
2021,Healthcare,679,6.42,160.52,94,142
2017,Automotive,9677,20.18,458.07,215,372
2016,Aerospace,5801,18.31,138.87,2818,290
2023,Food & Beverage,753,29.59,326.32,203,203
2018,Food & Beverage,6327,26.1,358.46,1927,257
2023,Logistics,8037,25.21,215.27,3380,211
2022,Agriculture,9155,28.72,283.41,4277,155
2025,Logistics,2787,22.42,260.13,322,397
2021,Electronics,8404,17.53,450.51,3345,378
2016,Energy,7609,22.47,333.98,3102,118
2019,Logistics,9257,6.15,247.5,3150,126
2024,Automotive,1650,8.55,483.24,744,115
2025,Electronics,227,10.55,294.16,35,277
2023,Food & Beverage,9491,28.23,36.11,2337,268
2021,Healthcare,6771,16.55,458.71,1333,73
2016,Food & Beverage,215,17.25,124.33,105,167
2020,Food & Beverage,4952,11.53,241.09,234,492
2021,Food & Beverage,7160,11.21,448.29,973,188
2016,Construction,1696,23.32,485.33,53,38
2022,Energy,197,26.62,416.2,89,60
2016,Automotive,5729,18.27,259.9,887,473
2019,Food & Beverage,2473,6.67,36.17,670,51
2019,Electronics,841,16.53,17.63,75,260
2015,Pharmaceutical,6210,11.29,483.72,3053,392
2023,Agriculture,7885,29.71,404.28,99,476
2025,Electronics,5932,13.64,220.86,2262,309
2022,Electronics,3136,5.62,271.71,866,211
2023,Agriculture,1364,16.71,243.22,499,111
2023,Pharmaceutical,310,9.44,87.21,151,298
2019,Agriculture,658,13.76,138.91,64,262
2016,Automotive,7807,15.71,390.45,2270,154
2016,Pharmaceutical,3969,17.35,106.22,554,131
2021,Food & Beverage,3878,12.59,220.32,1814,228
2020,Automotive,8300,11.95,107.9,135,424
2021,Healthcare,3022,9.01,169.29,294,147
2017,Pharmaceutical,3014,14.64,432.18,592,209
2024,Energy,7392,21.56,428.63,88,393
2022,Energy,8856,12.77,166.85,3314,109
2019,Aerospace,4043,10.25,339.19,1414,305
2019,Logistics,7570,21.12,257.38,2230,293
2025,Pharmaceutical,5041,15.28,290.73,575,443
2019,Agriculture,2428,9.38,204.13,884,134
2020,Healthcare,5031,7.62,310.49,188,364
2015,Energy,8270,26.74,291.75,2172,109
2017,Aerospace,5731,10.08,458.96,1017,109
2022,Logistics,6387,9.85,282.25,1372,393
2018,Food & Beverage,4384,24.57,12.38,13,317
2025,Agriculture,5468,11.88,41.71,1847,368
2016,Construction,3283,9.47,441.92,789,91
2025,Logistics,6496,14.45,173.28,2226,455
2023,Logistics,2022,28.97,210.95,645,112
2019,Aerospace,3250,22.25,84.8,32,469
2024,Logistics,1132,19.82,456.57,0,488
2022,Automotive,5818,25.78,259.28,1814,108
2016,Agriculture,8462,28.22,364.28,1501,133
2021,Energy,436,10.33,325.96,197,287
2016,Electronics,2536,6.99,284.29,62,41
2022,Pharmaceutical,3413,14.74,147.93,378,88
2016,Energy,2048,9.34,274.61,722,251
2019,Healthcare,3126,24.21,155.04,1067,437
2022,Logistics,1009,12.87,267.99,194,15
2020,Aerospace,738,7.23,275.51,30,223
2015,Logistics,5976,11.01,120.73,1744,122
2023,Agriculture,2322,6.48,51.63,1018,42
2016,Automotive,4668,24.18,38.38,1162,312
2017,Aerospace,2273,11.07,245.96,401,13
2015,Aerospace,6508,29.34,262.42,518,490
2017,Aerospace,3171,11.01,331.05,463,172
2015,Healthcare,3038,13.94,120.48,1245,259
2023,Automotive,6726,27.17,222.89,152,90
2015,Automotive,4442,27.88,184.7,413,250
2020,Agriculture,6210,9.58,198.29,2548,318
2017,Construction,6753,15.41,88.84,704,89
2015,Automotive,8817,14.4,253.37,2742,452
2025,Energy,4600,23.53,246.32,1102,78
2021,Logistics,9004,22.07,289.03,1715,285
2019,Logistics,90,11.93,449.94,44,285
2022,Automotive,6205,5.93,307.63,1026,75
2019,Automotive,4505,15.2,50.07,333,301
2018,Construction,9872,15.3,344.3,1357,364
2019,Healthcare,582,17.67,317.07,212,108
2025,Aerospace,890,8.29,471.37,429,482
2025,Pharmaceutical,7746,25.76,274.11,2107,188
2025,Construction,5044,7.57,322.79,1538,199
2022,Pharmaceutical,9055,15.22,51.8,1437,66
2023,Construction,2674,23.92,399.16,43,95
2015,Aerospace,596,22.95,13.88,43,37
2019,Pharmaceutical,1782,12.05,406.53,373,359
2020,Food & Beverage,1315,11.17,288.78,162,485
2019,Aerospace,5471,16.35,418.61,1939,56
2017,Automotive,7082,23.68,370.07,1949,41
2015,Aerospace,5591,29.9,468.18,1301,165
2025,Pharmaceutical,5965,12.38,154.05,1119,447
2024,Healthcare,1880,19.25,354.33,642,470
2022,Logistics,8225,17.69,243.17,3887,239
2024,Automotive,9805,14.82,309.43,778,126
2023,Energy,6468,28.79,441.51,690,380
2023,Healthcare,5432,14.58,261.07,1261,31
2024,Automotive,7467,11.65,11.73,2581,287
2015,Aerospace,398,23.45,12.6,96,40
2023,Aerospace,5341,23.53,361.42,2305,14
2021,Pharmaceutical,348,5.53,146.77,109,350
2024,Healthcare,8652,29.11,92.49,101,270
2018,Automotive,4362,26.71,376.68,1288,146
2024,Automotive,4508,16.85,219.24,255,148
2016,Pharmaceutical,5127,16.26,46.16,1507,309
2024,Aerospace,153,12.79,204.61,66,380
2022,Automotive,9848,13.26,82.85,1947,117
2018,Food & Beverage,3688,6.0,140.52,953,452
2023,Energy,9969,13.94,159.55,3513,138
2020,Logistics,8351,14.34,383.98,2443,13
2025,Healthcare,6140,14.79,311.75,1283,108
2015,Energy,1855,27.01,383.77,772,187
2016,Agriculture,5758,19.9,26.27,1933,241
2018,Construction,6664,26.03,240.14,2113,322
2021,Healthcare,5735,20.7,338.55,274,311
2018,Construction,466,22.04,20.69,184,487
2018,Food & Beverage,2579,15.18,214.89,1058,115
2022,Healthcare,2302,13.63,377.73,745,230
2023,Energy,9947,28.49,438.08,923,230
2018,Construction,5173,12.89,98.13,98,169
2023,Automotive,5668,10.28,283.05,2651,348
2023,Logistics,9386,28.17,313.95,270,459
2015,Automotive,7003,28.79,155.05,497,188
2016,Energy,4414,12.28,85.83,517,188
2024,Energy,9898,21.71,409.68,3740,238
2019,Logistics,8974,23.99,102.27,3209,441
2023,Pharmaceutical,6682,13.75,192.01,2707,60
2025,Logistics,7015,5.7,349.23,2246,249
2023,Healthcare,920,14.54,96.11,455,309
2017,Electronics,274,22.35,100.21,105,158
2022,Automotive,9868,18.3,352.38,1981,205
2017,Agriculture,575,8.15,327.88,263,12
2022,Energy,7998,18.15,183.35,418,457
2018,Healthcare,9262,23.09,217.86,492,433
2016,Energy,272,6.13,288.67,79,250
2016,Food & Beverage,3349,12.02,98.91,1172,239
2022,Healthcare,9542,10.12,357.11,4456,88
2023,Construction,4952,28.8,487.36,2107,463
2024,Pharmaceutical,443,15.41,11.72,115,125
2015,Aerospace,5401,29.03,298.4,441,451
2023,Agriculture,596,10.57,174.74,14,420
2022,Healthcare,6001,27.9,105.38,526,82
2017,Healthcare,8254,26.45,264.35,2531,300
2015,Aerospace,2456,5.18,297.68,90,264
2017,Food & Beverage,665,15.0,483.56,258,333
2019,Energy,3589,13.85,171.64,710,431
2020,Construction,1556,8.46,275.08,533,156
2019,Automotive,5374,26.74,8.76,459,303
2018,Food & Beverage,1773,12.62,76.1,356,14
2022,Construction,7044,28.2,262.3,1574,458
2016,Healthcare,6287,17.09,358.98,547,168
2016,Logistics,1360,26.35,317.41,263,456
2016,Automotive,1004,22.33,223.06,357,73
2023,Healthcare,587,7.1,72.55,62,142
2022,Food & Beverage,3743,10.49,284.75,702,393
2020,Energy,1546,21.29,428.96,252,321
2015,Agriculture,7312,29.87,389.28,793,59
2020,Electronics,8506,22.87,393.33,2831,355
2023,Agriculture,7952,23.72,297.63,3618,146
2020,Agriculture,4520,27.32,329.62,1134,307
2019,Healthcare,1837,10.28,127.54,703,420
2021,Automotive,1344,9.74,251.4,526,480
2021,Electronics,3751,22.47,47.25,158,88
2025,Pharmaceutical,9359,27.56,393.61,2592,12
2017,Agriculture,9376,19.93,322.67,3914,408
2025,Healthcare,328,17.48,85.32,81,138
2021,Construction,1386,9.83,294.06,15,133
2024,Automotive,3117,15.84,230.75,745,146
2023,Aerospace,5342,23.06,143.05,213,231
2017,Construction,5336,17.18,253.19,490,44
2018,Healthcare,5030,22.71,351.29,2002,354
2022,Energy,9750,22.66,263.06,4169,315
2021,Agriculture,5988,17.7,485.27,547,139
2021,Logistics,5167,27.92,416.94,462,358
2020,Electronics,1559,27.77,400.17,203,428
2019,Logistics,794,24.14,373.66,123,349
2021,Energy,6650,12.11,375.9,2303,487
2018,Food & Beverage,4865,7.78,95.32,1838,212
2023,Logistics,4191,28.88,404.75,1353,335
2022,Agriculture,8139,26.47,478.21,3797,131
2019,Food & Beverage,1601,11.48,142.21,675,83
2018,Aerospace,4943,27.27,193.7,2463,367
2025,Healthcare,1584,14.68,323.33,680,436
2016,Food & Beverage,9111,29.28,243.72,623,85
2017,Agriculture,553,14.49,20.43,230,78
2019,Logistics,3607,9.26,365.98,772,254
2016,Food & Beverage,3789,27.39,283.02,1187,95
2025,Healthcare,284,5.88,276.08,46,313
2019,Automotive,879,26.27,399.6,185,233
2025,Agriculture,4681,8.94,448.24,1146,418
2025,Automotive,7404,9.5,103.79,291,387
2017,Pharmaceutical,3923,5.24,280.9,94,368
2020,Agriculture,8436,15.4,149.11,1707,408
2016,Automotive,427,25.08,283.61,5,343
2018,Construction,9424,17.44,472.6,2320,69
2025,Agriculture,8972,9.71,336.08,4210,66
2019,Automotive,3460,10.45,188.2,769,77
2019,Healthcare,8828,23.12,224.17,1360,269
2015,Construction,1739,14.67,433.87,695,442
2021,Automotive,1175,23.11,150.66,325,185
2015,Electronics,2226,6.19,229.42,296,395
2023,Construction,3657,22.74,261.1,713,324
2018,Logistics,3093,7.37,114.59,948,91
2019,Electronics,9207,22.8,112.83,3324,73
2017,Agriculture,480,9.93,148.02,132,20
2021,Food & Beverage,6418,13.08,482.14,654,238
2022,Logistics,7137,11.73,253.06,3153,293
2016,Pharmaceutical,4236,16.97,63.61,899,244
2021,Pharmaceutical,9746,7.03,184.31,468,293
2015,Pharmaceutical,9634,24.76,233.52,1525,355
2020,Logistics,7348,11.16,20.04,2670,171
2025,Pharmaceutical,4130,8.27,174.21,5,477
2018,Agriculture,8014,9.35,433.8,766,387
2015,Food & Beverage,6446,27.1,316.97,1078,350
2017,Aerospace,8586,10.1,15.18,1814,79
2022,Automotive,7803,7.17,14.25,3271,384
2019,Construction,2880,23.14,362.61,1326,299
2015,Logistics,5038,5.57,89.96,1699,403
2016,Logistics,4255,29.96,309.68,271,231
2025,Pharmaceutical,4734,25.43,203.36,958,399
2023,Automotive,5407,23.1,277.9,409,384
2015,Pharmaceutical,5406,21.86,226.67,455,391
2023,Food & Beverage,8043,19.35,339.17,2003,96
2022,Food & Beverage,9842,27.99,438.28,1806,124
2019,Aerospace,2190,15.87,185.0,773,162
2025,Electronics,9134,6.79,238.01,3409,111
2024,Healthcare,1484,27.01,123.28,547,419
2021,Aerospace,595,17.78,248.45,75,401
2025,Food & Beverage,3114,7.55,204.68,714,456
2024,Electronics,7965,15.52,143.01,2170,208
2023,Automotive,7070,26.54,18.56,3356,300
2025,Automotive,3793,22.5,433.63,1200,462
2023,Automotive,2242,28.26,370.03,130,250
2018,Agriculture,3986,9.37,459.57,1670,271
2018,Food & Beverage,8773,18.53,337.15,2528,350
2019,Energy,5262,19.86,199.18,114,185
2017,Pharmaceutical,7068,20.75,440.87,1259,273
2019,Agriculture,1172,5.28,248.73,285,68
2022,Pharmaceutical,2399,24.13,462.72,348,82
2022,Construction,4538,8.84,266.82,1096,213
2016,Logistics,236,19.81,499.48,43,37
2024,Aerospace,9557,25.61,477.19,1321,134
2016,Pharmaceutical,565,23.99,297.07,7,214
2021,Food & Beverage,2141,12.44,417.23,465,120
2024,Construction,9158,5.07,376.29,4542,279
2020,Logistics,8383,9.35,288.92,154,230
2017,Aerospace,4519,13.23,217.38,1265,441
2025,Electronics,9758,27.69,195.61,3109,381
2024,Pharmaceutical,3399,27.38,350.71,1122,337
2025,Agriculture,2897,18.59,457.56,1060,22
2024,Aerospace,2630,22.65,493.95,355,322
2024,Healthcare,4177,14.3,499.91,332,201
2015,Pharmaceutical,7413,11.87,183.03,2311,58
2025,Logistics,4478,13.35,268.94,2188,460
2016,Automotive,3609,8.49,76.4,652,353
2020,Electronics,2397,7.68,480.88,77,414
2015,Construction,7508,11.46,137.32,365,45
2025,Automotive,8716,27.18,33.0,3936,378
2016,Agriculture,7737,21.98,162.55,2375,186
2023,Logistics,3878,20.84,2.36,1170,273
2022,Aerospace,8945,24.59,319.37,2011,338
2018,Healthcare,692,18.93,409.67,282,475
2024,Logistics,3733,19.54,463.96,1198,318
2018,Agriculture,8967,10.88,191.31,460,441
2015,Pharmaceutical,8635,25.67,218.46,709,341
2022,Healthcare,1420,11.83,29.83,706,239
2017,Aerospace,2431,17.55,14.03,724,235
2020,Pharmaceutical,2250,26.97,108.27,225,453
2025,Logistics,6815,8.22,486.87,894,238
2017,Aerospace,6075,20.64,429.75,1332,36
2018,Automotive,8635,26.51,460.7,1401,295
2019,Electronics,277,13.04,451.41,40,431
2015,Aerospace,4147,13.69,420.71,914,309
2021,Healthcare,4593,5.4,95.78,599,17
2017,Healthcare,5218,17.15,45.62,785,189
2015,Aerospace,7860,29.9,66.2,3273,477
2015,Energy,5695,25.63,167.68,560,34
2019,Construction,1987,20.65,270.74,488,12
2023,Healthcare,2913,6.32,201.61,1317,65
2016,Electronics,4838,5.8,288.59,1725,38
2022,Construction,2613,26.05,267.46,575,24
2024,Automotive,5564,25.51,145.95,1214,222
2022,Construction,9492,24.25,386.53,1828,108
2021,Electronics,7442,25.97,376.98,2732,393
2017,Energy,9190,11.37,437.22,291,219
2016,Food & Beverage,5140,11.6,437.46,2536,444
2019,Agriculture,3271,9.78,222.1,1080,382
2017,Logistics,1967,29.98,168.49,706,160
2022,Logistics,2697,7.44,80.1,1250,451
2025,Electronics,3513,8.37,360.89,1025,488
2022,Healthcare,1259,11.6,395.69,87,247
2019,Healthcare,7284,28.47,282.07,2734,352
2023,Construction,6989,19.38,352.57,701,376
2016,Aerospace,3165,5.26,298.28,1444,239
2021,Pharmaceutical,6492,11.89,409.68,3194,445
2021,Logistics,9168,9.44,363.28,166,414
2025,Agriculture,3003,16.77,110.6,236,311
2021,Aerospace,5466,26.83,32.57,150,298
2015,Agriculture,3741,18.37,137.47,97,488
2023,Healthcare,6071,26.24,100.43,1301,431
2018,Healthcare,7602,14.64,26.1,936,499
2024,Aerospace,8194,18.14,488.4,3323,234
2017,Electronics,4694,14.24,170.99,799,453
2020,Agriculture,8573,7.82,433.56,4081,23
2019,Logistics,9441,16.31,3.15,2246,90
2020,Agriculture,2482,28.74,94.15,1000,441
2015,Aerospace,5052,18.5,3.25,471,134
2023,Logistics,7819,28.43,18.69,2582,389
2022,Aerospace,1592,27.22,401.64,95,143
2024,Energy,5999,19.27,389.64,161,80
2015,Construction,7158,23.65,428.05,2191,349
2020,Automotive,5342,26.47,55.55,1831,369
2016,Logistics,4694,8.6,53.73,1102,383
2018,Logistics,2415,10.79,498.3,865,370
2022,Energy,1859,16.36,106.36,774,441
2023,Aerospace,8655,15.6,338.94,3867,68
2020,Automotive,1694,24.69,194.15,228,63
2020,Automotive,2734,10.19,128.66,225,206
2015,Healthcare,4048,18.24,247.96,6,81
2018,Automotive,8501,16.98,295.5,2566,75
2023,Healthcare,8890,6.42,201.77,3964,378
2020,Agriculture,3100,19.68,141.95,338,16
2021,Automotive,3838,7.25,426.02,1686,313
2021,Food & Beverage,4657,26.8,365.38,1359,396
2025,Aerospace,9616,12.42,346.81,177,458
2025,Construction,1893,19.37,72.05,808,430
2022,Pharmaceutical,1324,22.88,130.23,161,232
2022,Electronics,7507,22.65,278.64,2335,441
2016,Electronics,4328,17.49,173.82,962,347
2024,Pharmaceutical,86,7.02,276.99,16,117
2015,Pharmaceutical,6533,5.22,61.67,3010,453
2017,Automotive,6489,26.64,358.81,138,320
2023,Automotive,1203,23.27,487.01,563,338
2024,Energy,8379,9.7,421.72,3289,383
2016,Agriculture,7019,27.72,172.34,687,300
2016,Aerospace,773,10.67,417.68,323,311
2021,Electronics,216,16.12,340.81,39,239
2019,Energy,3599,13.24,256.23,863,66
2021,Pharmaceutical,2969,6.61,213.94,668,400
2023,Pharmaceutical,7406,15.05,134.28,1148,472
2015,Food & Beverage,7278,14.61,122.47,357,367
2019,Pharmaceutical,5690,29.26,3.04,1159,442
2020,Pharmaceutical,4520,9.33,79.53,1467,490
2022,Agriculture,1624,10.68,22.75,375,71
2025,Food & Beverage,2249,6.43,126.84,142,475
2015,Electronics,534,20.11,273.45,82,72
2023,Healthcare,6102,28.02,81.54,2900,116
2018,Agriculture,1975,16.61,12.97,984,186
2019,Pharmaceutical,681,10.18,354.58,4,222
2017,Aerospace,8286,27.08,252.34,1426,302
2020,Healthcare,4885,18.9,71.65,1968,114
2018,Automotive,6228,21.61,499.31,1262,156
2024,Energy,8516,28.57,71.98,3714,64
2025,Energy,2486,19.93,18.64,995,333
2024,Food & Beverage,4311,16.26,474.56,2094,319
2019,Food & Beverage,4743,25.92,389.69,1650,305
2024,Agriculture,8679,28.08,329.77,265,170
2024,Agriculture,6543,16.42,404.34,1095,434
2015,Logistics,3294,8.56,443.25,1059,213
2019,Pharmaceutical,5963,20.5,227.14,813,347
2015,Electronics,8107,22.13,441.07,3405,140
2022,Construction,1573,15.31,98.48,395,82
2021,Pharmaceutical,7553,19.89,151.51,2681,96
2020,Electronics,8642,17.47,339.85,624,317
2017,Energy,4341,15.23,268.62,1506,142
2015,Agriculture,1893,6.5,430.33,787,283
2020,Logistics,4557,24.36,144.56,1248,333
2023,Agriculture,4302,22.71,61.21,1311,489
2025,Healthcare,3903,16.4,333.08,1068,241
2024,Food & Beverage,9039,20.07,406.95,1677,446
2024,Pharmaceutical,9837,27.02,355.43,711,300
2017,Construction,4451,7.32,291.27,704,106
2021,Electronics,9715,12.26,95.55,2063,211
2015,Healthcare,4233,15.49,441.56,213,34
2022,Electronics,9146,22.79,97.5,3566,331
2020,Food & Beverage,1487,6.36,328.03,482,343
2015,Construction,8904,25.45,397.84,300,109
2022,Automotive,4008,18.72,465.95,1826,344
2020,Construction,2148,13.58,374.14,409,34
2019,Healthcare,5292,21.55,308.83,2169,159
2023,Agriculture,1159,6.38,394.42,268,280
2022,Logistics,8398,28.95,395.9,3141,299
2023,Construction,5452,18.65,278.18,67,252
2021,Pharmaceutical,4217,11.61,465.71,150,117
2015,Pharmaceutical,5542,17.49,337.42,2481,405
2025,Aerospace,3866,10.24,17.38,278,301
2024,Food & Beverage,7690,6.15,132.23,1040,453
2023,Energy,2739,6.79,96.3,17,431
2021,Construction,9361,23.46,369.93,2623,111
2016,Electronics,7028,24.59,37.27,1030,142
2021,Logistics,771,23.15,460.22,35,300
2022,Electronics,4912,27.77,179.31,2120,19
2019,Energy,964,14.7,120.1,52,454
2019,Healthcare,5491,7.27,26.57,104,135
2019,Agriculture,473,25.92,173.87,40,32
2019,Automotive,378,18.28,27.21,99,14
2025,Construction,7690,17.85,442.42,2603,309
2018,Food & Beverage,6299,18.08,439.05,632,70
2023,Construction,3455,26.78,7.99,31,267
2015,Aerospace,5948,25.49,315.78,1884,309
2022,Healthcare,4245,11.17,451.88,1038,84
2023,Agriculture,5173,7.24,347.78,1044,478
2018,Agriculture,7790,23.21,286.07,2758,99
2018,Energy,5677,11.71,422.65,850,241
2016,Logistics,6325,29.24,126.2,2350,107
2018,Food & Beverage,9960,21.54,265.83,2976,65
2021,Agriculture,4559,15.39,224.5,1333,133
2023,Energy,8753,7.47,252.42,2939,241
2016,Healthcare,4338,22.82,449.16,809,340
2015,Pharmaceutical,9558,28.83,289.98,1523,368
2022,Energy,155,26.41,344.43,41,58
2018,Logistics,5189,9.13,259.03,987,320
2025,Food & Beverage,2862,16.38,222.21,364,122
2022,Automotive,5289,27.97,241.61,1922,248
2021,Electronics,315,24.05,134.09,133,431
2020,Agriculture,3179,12.38,376.31,1408,149
2024,Construction,1381,11.92,94.78,75,272
2016,Automotive,1778,23.81,421.38,281,378
2023,Aerospace,4587,25.34,114.99,2285,450
2017,Healthcare,1931,17.03,142.93,708,77
2017,Food & Beverage,9691,10.36,17.29,566,470
2023,Energy,9388,26.02,272.96,3912,189
2024,Automotive,9230,6.31,43.07,1280,182
2018,Automotive,4198,23.57,417.87,470,365
2015,Healthcare,8567,5.55,68.96,107,357
2024,Energy,3168,27.0,266.8,205,73
2021,Automotive,2889,5.03,431.03,201,35
2025,Pharmaceutical,3104,21.33,88.39,1063,363
2025,Construction,1785,6.29,190.62,411,450
2021,Logistics,5542,11.0,179.02,1710,80
2024,Energy,6671,9.7,385.36,581,225
2022,Logistics,6208,20.48,188.43,1545,149
2023,Electronics,6695,29.97,249.92,628,294
2021,Pharmaceutical,1184,27.64,396.04,373,130
2019,Food & Beverage,5151,6.04,139.38,1631,462
2020,Energy,2953,15.33,449.18,338,147
2020,Automotive,9456,17.64,366.98,866,91
2018,Logistics,5941,8.39,145.28,1210,185
2022,Food & Beverage,8571,27.78,25.52,2330,173
2021,Energy,8853,25.05,31.3,2801,54
2017,Logistics,5075,28.13,306.72,941,305
2022,Automotive,1253,17.25,84.42,531,260
2025,Pharmaceutical,5678,28.64,283.22,653,159
2023,Pharmaceutical,8827,21.62,485.75,454,307
2016,Agriculture,3561,21.53,254.39,45,201
2016,Food & Beverage,5839,24.31,290.38,1317,430
2022,Aerospace,7283,11.36,319.24,2549,23
2025,Construction,2846,25.48,380.02,542,83
2025,Logistics,9895,5.07,120.97,3546,80
2016,Healthcare,1770,24.25,456.06,78,97
2019,Healthcare,321,7.65,194.96,124,257
2018,Electronics,3770,17.06,433.8,1677,419
2024,Energy,5804,22.89,133.28,371,364
2021,Electronics,2096,25.72,241.59,601,63
2024,Aerospace,2757,16.0,66.02,8,260
2023,Logistics,1838,13.18,307.14,330,356
2024,Logistics,4951,11.74,376.77,2271,107
2022,Food & Beverage,8082,8.45,214.28,3584,281
2024,Aerospace,4594,13.13,183.84,1333,104
2021,Automotive,1911,25.4,438.44,318,226
2017,Agriculture,5968,18.15,350.07,93,40
2023,Energy,499,14.47,97.06,174,257
2021,Construction,5574,18.28,57.23,2059,58
2019,Automotive,7485,11.0,32.15,942,222
2021,Aerospace,1481,28.43,139.86,249,292
2015,Pharmaceutical,6352,6.7,417.82,2374,292
2022,Healthcare,5345,23.87,12.13,662,281
2022,Pharmaceutical,8534,23.68,485.69,2934,124
2018,Automotive,7256,17.8,96.41,1924,74
2023,Logistics,9901,14.97,68.87,1,265
2023,Electronics,9735,10.66,390.27,23,35
2015,Aerospace,8867,6.37,120.14,2530,417
2022,Automotive,9498,16.71,423.69,2228,126
2024,Aerospace,9635,23.34,184.83,2950,149
2025,Construction,1058,20.9,9.46,448,442
2020,Construction,9428,15.15,45.22,1140,250
2019,Construction,9172,9.08,142.96,1542,267
2015,Energy,6423,7.2,50.29,3204,274
2025,Food & Beverage,7595,26.74,78.99,1285,96
